Entity,Code,Date,containment_index
Afghanistan,AFG,2020-05-29,66.67
Afghanistan,AFG,2020-05-30,66.67
Afghanistan,AFG,2020-05-31,66.67
Afghanistan,AFG,2020-06-01,66.67
Afghanistan,AFG,2020-06-02,66.67
Afghanistan,AFG,2020-06-03,66.67
Afghanistan,AFG,2020-06-04,66.67
Afghanistan,AFG,2020-06-05,66.67
Afghanistan,AFG,2020-06-06,66.67
Afghanistan,AFG,2020-06-07,70.51
Afghanistan,AFG,2020-06-08,70.51
Afghanistan,AFG,2020-06-09,66.67
Afghanistan,AFG,2020-06-10,66.67
Afghanistan,AFG,2020-06-11,66.67
Afghanistan,AFG,2020-06-12,66.67
Afghanistan,AFG,2020-06-13,66.67
Afghanistan,AFG,2020-06-14,66.67
Afghanistan,AFG,2020-06-15,66.67
Afghanistan,AFG,2020-06-16,66.67
Afghanistan,AFG,2020-06-17,66.67
Afghanistan,AFG,2020-06-18,66.67
Afghanistan,AFG,2020-06-19,66.67
Afghanistan,AFG,2020-06-20,66.67
Afghanistan,AFG,2020-06-21,66.67
Afghanistan,AFG,2020-06-22,66.67
Afghanistan,AFG,2020-06-23,66.67
Afghanistan,AFG,2020-06-24,66.67
Afghanistan,AFG,2020-06-25,66.67
Afghanistan,AFG,2020-06-26,66.67
Afghanistan,AFG,2020-06-27,66.67
Afghanistan,AFG,2020-06-28,66.67
Afghanistan,AFG,2020-06-29,66.67
Afghanistan,AFG,2020-06-30,66.67
Afghanistan,AFG,2020-07-01,66.67
Afghanistan,AFG,2020-07-02,66.67
Afghanistan,AFG,2020-07-03,66.67
Afghanistan,AFG,2020-07-04,66.67
Afghanistan,AFG,2020-07-05,66.67
Afghanistan,AFG,2020-07-06,66.67
Afghanistan,AFG,2020-07-07,66.67
Afghanistan,AFG,2020-07-08,66.67
Afghanistan,AFG,2020-07-09,66.67
Afghanistan,AFG,2020-07-10,66.67
Afghanistan,AFG,2020-07-11,66.67
Afghanistan,AFG,2020-07-12,66.67
Afghanistan,AFG,2020-07-13,66.67
Afghanistan,AFG,2020-07-14,66.67
Afghanistan,AFG,2020-07-15,66.67
Afghanistan,AFG,2020-07-16,66.67
Afghanistan,AFG,2020-07-17,66.67
Afghanistan,AFG,2020-07-18,66.67
Afghanistan,AFG,2020-07-19,66.67
Afghanistan,AFG,2020-07-20,66.67
Afghanistan,AFG,2020-07-21,66.67
Afghanistan,AFG,2020-07-22,66.67
Afghanistan,AFG,2020-07-23,66.67
Afghanistan,AFG,2020-07-24,66.67
Afghanistan,AFG,2020-07-25,66.67
Afghanistan,AFG,2020-07-26,66.67
Afghanistan,AFG,2020-07-27,66.67
Afghanistan,AFG,2020-07-28,66.67
Afghanistan,AFG,2020-07-29,66.67
Afghanistan,AFG,2020-07-30,66.67
Afghanistan,AFG,2020-07-31,66.67
Afghanistan,AFG,2020-08-01,66.67
Afghanistan,AFG,2020-08-02,66.67
Afghanistan,AFG,2020-08-03,66.67
Afghanistan,AFG,2020-08-04,64.1
Afghanistan,AFG,2020-08-05,61.54
Afghanistan,AFG,2020-08-06,61.54
Afghanistan,AFG,2020-08-07,61.54
Afghanistan,AFG,2020-08-08,61.54
Afghanistan,AFG,2020-08-09,61.54
Afghanistan,AFG,2020-08-10,61.54
Afghanistan,AFG,2020-08-11,61.54
Afghanistan,AFG,2020-08-12,61.54
Afghanistan,AFG,2020-08-13,61.54
Afghanistan,AFG,2020-08-14,61.54
Afghanistan,AFG,2020-08-15,53.85
Afghanistan,AFG,2020-08-16,53.85
Afghanistan,AFG,2020-08-17,53.85
Afghanistan,AFG,2020-08-18,54.49
Afghanistan,AFG,2020-08-19,54.49
Afghanistan,AFG,2020-08-20,54.49
Afghanistan,AFG,2020-08-21,54.49
Afghanistan,AFG,2020-08-22,54.49
Afghanistan,AFG,2020-08-23,54.49
Afghanistan,AFG,2020-08-24,54.49
Afghanistan,AFG,2020-08-25,54.49
Afghanistan,AFG,2020-08-26,35.9
Afghanistan,AFG,2020-08-27,35.9
Afghanistan,AFG,2020-08-28,35.9
Afghanistan,AFG,2020-08-29,35.9
Afghanistan,AFG,2020-08-30,35.9
Afghanistan,AFG,2020-08-31,35.9
Afghanistan,AFG,2020-09-01,35.9
Afghanistan,AFG,2020-09-02,35.9
Afghanistan,AFG,2020-09-03,35.9
Afghanistan,AFG,2020-09-04,35.9
Afghanistan,AFG,2020-09-05,32.05
Afghanistan,AFG,2020-09-06,32.05
Afghanistan,AFG,2020-09-07,32.05
Afghanistan,AFG,2020-09-08,32.05
Afghanistan,AFG,2020-09-09,32.05
Afghanistan,AFG,2020-09-10,32.05
Afghanistan,AFG,2020-09-11,32.05
Afghanistan,AFG,2020-09-12,32.05
Afghanistan,AFG,2020-09-13,32.05
Afghanistan,AFG,2020-09-14,32.05
Afghanistan,AFG,2020-09-15,32.05
Afghanistan,AFG,2020-09-16,32.05
Afghanistan,AFG,2020-09-17,32.05
Afghanistan,AFG,2020-09-18,32.05
Afghanistan,AFG,2020-09-19,32.05
Afghanistan,AFG,2020-09-20,32.05
Afghanistan,AFG,2020-09-21,32.05
Afghanistan,AFG,2020-09-22,37.18
Afghanistan,AFG,2020-09-23,37.18
Afghanistan,AFG,2020-09-24,37.18
Afghanistan,AFG,2020-09-25,37.18
Afghanistan,AFG,2020-09-26,37.18
Afghanistan,AFG,2020-09-27,37.18
Afghanistan,AFG,2020-09-28,37.18
Afghanistan,AFG,2020-09-29,37.18
Afghanistan,AFG,2020-09-30,37.18
Afghanistan,AFG,2020-10-01,37.18
Afghanistan,AFG,2020-10-02,37.18
Afghanistan,AFG,2020-10-03,34.62
Afghanistan,AFG,2020-10-04,34.62
Afghanistan,AFG,2020-10-05,34.62
Afghanistan,AFG,2020-10-06,26.92
Afghanistan,AFG,2020-10-07,26.92
Afghanistan,AFG,2020-10-08,26.92
Afghanistan,AFG,2020-10-09,26.92
Afghanistan,AFG,2020-10-10,26.92
Afghanistan,AFG,2020-10-11,26.92
Afghanistan,AFG,2020-10-12,26.92
Afghanistan,AFG,2020-10-13,26.92
Afghanistan,AFG,2020-10-14,26.92
Afghanistan,AFG,2020-10-15,26.92
Afghanistan,AFG,2020-10-16,26.92
Afghanistan,AFG,2020-10-17,26.92
Afghanistan,AFG,2020-10-18,26.92
Afghanistan,AFG,2020-10-19,26.92
Afghanistan,AFG,2020-10-20,26.92
Afghanistan,AFG,2020-10-21,26.92
Afghanistan,AFG,2020-10-22,26.92
Afghanistan,AFG,2020-10-23,26.92
Afghanistan,AFG,2020-10-24,26.92
Afghanistan,AFG,2020-10-25,26.92
Afghanistan,AFG,2020-10-26,26.92
Afghanistan,AFG,2020-10-27,21.79
Afghanistan,AFG,2020-10-28,21.79
Afghanistan,AFG,2020-10-29,21.79
Afghanistan,AFG,2020-10-30,21.79
Afghanistan,AFG,2020-10-31,21.79
Afghanistan,AFG,2020-11-01,21.79
Afghanistan,AFG,2020-11-02,23.72
Afghanistan,AFG,2020-11-03,23.72
Afghanistan,AFG,2020-11-04,23.72
Afghanistan,AFG,2020-11-05,23.72
Afghanistan,AFG,2020-11-06,23.72
Afghanistan,AFG,2020-11-07,23.72
Afghanistan,AFG,2020-11-08,23.72
Afghanistan,AFG,2020-11-09,21.79
Afghanistan,AFG,2020-11-10,21.79
Afghanistan,AFG,2020-11-11,21.79
Afghanistan,AFG,2020-11-12,21.79
Afghanistan,AFG,2020-11-13,21.79
Afghanistan,AFG,2020-11-14,21.79
Afghanistan,AFG,2020-11-15,21.79
Afghanistan,AFG,2020-11-16,21.79
Afghanistan,AFG,2020-11-17,21.79
Afghanistan,AFG,2020-11-18,21.79
Afghanistan,AFG,2020-11-19,21.79
Afghanistan,AFG,2020-11-20,21.79
Afghanistan,AFG,2020-11-21,25.64
Afghanistan,AFG,2020-11-22,25.64
Afghanistan,AFG,2020-11-23,25.64
Afghanistan,AFG,2020-11-24,25.64
Afghanistan,AFG,2020-11-25,25.64
Afghanistan,AFG,2020-11-26,25.64
Afghanistan,AFG,2020-11-27,25.64
Afghanistan,AFG,2020-11-28,25.64
Afghanistan,AFG,2020-11-29,25.64
Afghanistan,AFG,2020-11-30,25.64
Afghanistan,AFG,2020-12-01,25.64
Afghanistan,AFG,2020-12-02,25.64
Afghanistan,AFG,2020-12-03,25.64
Afghanistan,AFG,2020-12-04,25.64
Afghanistan,AFG,2020-12-05,25.64
Afghanistan,AFG,2020-12-06,25.64
Afghanistan,AFG,2020-12-07,25.64
Afghanistan,AFG,2020-12-08,25.64
Afghanistan,AFG,2020-12-09,25.64
Afghanistan,AFG,2020-12-10,25.64
Afghanistan,AFG,2020-12-11,25.64
Afghanistan,AFG,2020-12-12,25.64
Afghanistan,AFG,2020-12-13,25.64
Afghanistan,AFG,2020-12-14,25.64
Afghanistan,AFG,2020-12-15,25.64
Afghanistan,AFG,2020-12-16,25.64
Afghanistan,AFG,2020-12-17,25.64
Afghanistan,AFG,2020-12-18,25.64
Afghanistan,AFG,2020-12-19,25.64
Afghanistan,AFG,2020-12-20,25.64
Afghanistan,AFG,2020-12-21,25.64
Afghanistan,AFG,2020-12-22,25.64
Afghanistan,AFG,2020-12-23,25.64
Afghanistan,AFG,2020-12-24,25.64
Afghanistan,AFG,2020-12-25,25.64
Afghanistan,AFG,2020-12-26,25.64
Afghanistan,AFG,2020-12-27,25.64
Afghanistan,AFG,2020-12-28,25.64
Afghanistan,AFG,2020-12-29,25.64
Afghanistan,AFG,2020-12-30,25.64
Afghanistan,AFG,2020-12-31,25.64
Afghanistan,AFG,2021-01-01,25.64
Afghanistan,AFG,2021-01-02,25.64
Afghanistan,AFG,2021-01-03,25.64
Afghanistan,AFG,2021-01-04,25.64
Afghanistan,AFG,2021-01-05,25.64
Afghanistan,AFG,2021-01-06,25.64
Afghanistan,AFG,2021-01-07,25.64
Afghanistan,AFG,2021-01-08,25.64
Afghanistan,AFG,2021-01-09,25.64
Afghanistan,AFG,2021-01-10,25.64
Afghanistan,AFG,2021-01-11,25.64
Afghanistan,AFG,2021-01-12,25.64
Afghanistan,AFG,2021-01-13,25.64
Afghanistan,AFG,2021-01-14,25.64
Afghanistan,AFG,2021-01-15,25.64
Afghanistan,AFG,2021-01-16,25.64
Afghanistan,AFG,2021-01-17,25.64
Afghanistan,AFG,2021-01-18,25.64
Afghanistan,AFG,2021-01-19,25.64
Afghanistan,AFG,2021-01-20,25.64
Afghanistan,AFG,2021-01-21,25.64
Afghanistan,AFG,2021-01-22,25.64
Afghanistan,AFG,2021-01-23,25.64
Afghanistan,AFG,2021-01-24,25.64
Afghanistan,AFG,2021-01-25,25.64
Afghanistan,AFG,2021-01-26,21.79
Afghanistan,AFG,2021-01-27,21.79
Afghanistan,AFG,2021-01-28,21.79
Afghanistan,AFG,2021-01-29,21.79
Afghanistan,AFG,2021-01-30,21.79
Afghanistan,AFG,2021-01-31,21.79
Afghanistan,AFG,2021-02-01,21.79
Afghanistan,AFG,2021-02-02,21.79
Afghanistan,AFG,2021-02-03,21.79
Afghanistan,AFG,2021-02-04,21.79
Afghanistan,AFG,2021-02-05,21.79
Afghanistan,AFG,2021-02-06,21.79
Afghanistan,AFG,2021-02-07,21.79
Afghanistan,AFG,2021-02-08,21.79
Afghanistan,AFG,2021-02-09,21.79
Albania,ALB,2020-01-01,0
Albania,ALB,2020-01-02,0
Albania,ALB,2020-01-03,0
Albania,ALB,2020-01-04,0
Albania,ALB,2020-01-05,0
Albania,ALB,2020-01-06,0
Albania,ALB,2020-01-07,0
Albania,ALB,2020-01-08,0
Albania,ALB,2020-01-09,0
Albania,ALB,2020-01-10,0
Albania,ALB,2020-01-11,0
Albania,ALB,2020-01-12,0
Albania,ALB,2020-01-13,0
Albania,ALB,2020-01-14,0
Albania,ALB,2020-01-15,0
Albania,ALB,2020-01-16,0
Albania,ALB,2020-01-17,0
Albania,ALB,2020-01-18,0
Albania,ALB,2020-01-19,0
Albania,ALB,2020-01-20,0
Albania,ALB,2020-01-21,0
Albania,ALB,2020-01-22,0
Albania,ALB,2020-01-23,0
Albania,ALB,2020-01-24,0
Albania,ALB,2020-01-25,0
Albania,ALB,2020-01-26,0
Albania,ALB,2020-01-27,0
Albania,ALB,2020-01-28,0
Albania,ALB,2020-01-29,0
Albania,ALB,2020-01-30,0
Albania,ALB,2020-01-31,0
Albania,ALB,2020-02-01,0
Albania,ALB,2020-02-02,0
Albania,ALB,2020-02-03,0
Albania,ALB,2020-02-04,0
Albania,ALB,2020-02-05,0
Albania,ALB,2020-02-06,0
Albania,ALB,2020-02-07,0
Albania,ALB,2020-02-08,0
Albania,ALB,2020-02-09,0
Albania,ALB,2020-02-10,0
Albania,ALB,2020-02-11,0
Albania,ALB,2020-02-12,0
Albania,ALB,2020-02-13,0
Albania,ALB,2020-02-14,3.85
Albania,ALB,2020-02-15,3.85
Albania,ALB,2020-02-16,3.85
Albania,ALB,2020-02-17,3.85
Albania,ALB,2020-02-18,3.85
Albania,ALB,2020-02-19,3.85
Albania,ALB,2020-02-20,3.85
Albania,ALB,2020-02-21,3.85
Albania,ALB,2020-02-22,3.85
Albania,ALB,2020-02-23,3.85
Albania,ALB,2020-02-24,3.85
Albania,ALB,2020-02-25,5.77
Albania,ALB,2020-02-26,5.77
Albania,ALB,2020-02-27,5.77
Albania,ALB,2020-02-28,5.77
Albania,ALB,2020-02-29,5.77
Albania,ALB,2020-03-01,5.77
Albania,ALB,2020-03-02,5.77
Albania,ALB,2020-03-03,5.77
Albania,ALB,2020-03-04,5.77
Albania,ALB,2020-03-05,5.77
Albania,ALB,2020-03-06,5.77
Albania,ALB,2020-03-07,5.77
Albania,ALB,2020-03-08,12.18
Albania,ALB,2020-03-09,31.41
Albania,ALB,2020-03-10,35.26
Albania,ALB,2020-03-11,42.31
Albania,ALB,2020-03-12,42.31
Albania,ALB,2020-03-13,60.9
Albania,ALB,2020-03-14,60.9
Albania,ALB,2020-03-15,62.82
Albania,ALB,2020-03-16,62.82
Albania,ALB,2020-03-17,62.82
Albania,ALB,2020-03-18,62.82
Albania,ALB,2020-03-19,62.82
Albania,ALB,2020-03-20,62.82
Albania,ALB,2020-03-21,62.82
Albania,ALB,2020-03-22,62.82
Albania,ALB,2020-03-23,64.74
Albania,ALB,2020-03-24,64.74
Albania,ALB,2020-03-25,64.74
Albania,ALB,2020-03-26,64.74
Albania,ALB,2020-03-27,64.74
Albania,ALB,2020-03-28,64.74
Albania,ALB,2020-03-29,64.74
Albania,ALB,2020-03-30,64.74
Albania,ALB,2020-03-31,64.74
Albania,ALB,2020-04-01,64.74
Albania,ALB,2020-04-02,64.74
Albania,ALB,2020-04-03,64.74
Albania,ALB,2020-04-04,64.74
Albania,ALB,2020-04-05,64.74
Albania,ALB,2020-04-06,64.74
Albania,ALB,2020-04-07,64.74
Albania,ALB,2020-04-08,64.74
Albania,ALB,2020-04-09,64.74
Albania,ALB,2020-04-10,64.74
Albania,ALB,2020-04-11,64.74
Albania,ALB,2020-04-12,64.74
Albania,ALB,2020-04-13,64.74
Albania,ALB,2020-04-14,64.74
Albania,ALB,2020-04-15,64.74
Albania,ALB,2020-04-16,64.74
Albania,ALB,2020-04-17,64.74
Albania,ALB,2020-04-18,68.59
Albania,ALB,2020-04-19,68.59
Albania,ALB,2020-04-20,68.59
Albania,ALB,2020-04-21,71.15
Albania,ALB,2020-04-22,71.15
Albania,ALB,2020-04-23,71.15
Albania,ALB,2020-04-24,71.15
Albania,ALB,2020-04-25,71.15
Albania,ALB,2020-04-26,71.15
Albania,ALB,2020-04-27,71.15
Albania,ALB,2020-04-28,71.15
Albania,ALB,2020-04-29,71.15
Albania,ALB,2020-04-30,71.15
Albania,ALB,2020-05-01,71.15
Albania,ALB,2020-05-02,71.15
Albania,ALB,2020-05-03,71.15
Albania,ALB,2020-05-04,71.15
Albania,ALB,2020-05-05,71.15
Albania,ALB,2020-05-06,71.15
Albania,ALB,2020-05-07,71.15
Albania,ALB,2020-05-08,71.15
Albania,ALB,2020-05-09,71.15
Albania,ALB,2020-05-10,71.15
Albania,ALB,2020-05-11,71.15
Albania,ALB,2020-05-12,71.15
Albania,ALB,2020-05-13,71.15
Albania,ALB,2020-05-14,71.15
Albania,ALB,2020-05-15,71.15
Albania,ALB,2020-05-16,71.15
Albania,ALB,2020-05-17,71.15
Albania,ALB,2020-05-18,66.67
Albania,ALB,2020-05-19,66.67
Albania,ALB,2020-05-20,66.67
Albania,ALB,2020-05-21,66.67
Albania,ALB,2020-05-22,66.67
Albania,ALB,2020-05-23,66.67
Albania,ALB,2020-05-24,66.67
Albania,ALB,2020-05-25,66.67
Albania,ALB,2020-05-26,69.87
Albania,ALB,2020-05-27,69.87
Albania,ALB,2020-05-28,69.87
Albania,ALB,2020-05-29,69.87
Albania,ALB,2020-05-30,69.87
Albania,ALB,2020-05-31,69.87
Albania,ALB,2020-06-01,59.62
Albania,ALB,2020-06-02,59.62
Albania,ALB,2020-06-03,59.62
Albania,ALB,2020-06-04,59.62
Albania,ALB,2020-06-05,59.62
Albania,ALB,2020-06-06,59.62
Albania,ALB,2020-06-07,59.62
Albania,ALB,2020-06-08,59.62
Albania,ALB,2020-06-09,59.62
Albania,ALB,2020-06-10,59.62
Albania,ALB,2020-06-11,59.62
Albania,ALB,2020-06-12,61.54
Albania,ALB,2020-06-13,61.54
Albania,ALB,2020-06-14,61.54
Albania,ALB,2020-06-15,61.54
Albania,ALB,2020-06-16,61.54
Albania,ALB,2020-06-17,61.54
Albania,ALB,2020-06-18,61.54
Albania,ALB,2020-06-19,61.54
Albania,ALB,2020-06-20,61.54
Albania,ALB,2020-06-21,61.54
Albania,ALB,2020-06-22,59.62
Albania,ALB,2020-06-23,59.62
Albania,ALB,2020-06-24,59.62
Albania,ALB,2020-06-25,59.62
Albania,ALB,2020-06-26,59.62
Albania,ALB,2020-06-27,59.62
Albania,ALB,2020-06-28,59.62
Albania,ALB,2020-06-29,59.62
Albania,ALB,2020-06-30,59.62
Albania,ALB,2020-07-01,59.62
Albania,ALB,2020-07-02,59.62
Albania,ALB,2020-07-03,59.62
Albania,ALB,2020-07-04,59.62
Albania,ALB,2020-07-05,59.62
Albania,ALB,2020-07-06,55.77
Albania,ALB,2020-07-07,55.77
Albania,ALB,2020-07-08,55.77
Albania,ALB,2020-07-09,55.77
Albania,ALB,2020-07-10,55.77
Albania,ALB,2020-07-11,55.77
Albania,ALB,2020-07-12,55.77
Albania,ALB,2020-07-13,55.77
Albania,ALB,2020-07-14,55.77
Albania,ALB,2020-07-15,59.62
Albania,ALB,2020-07-16,59.62
Albania,ALB,2020-07-17,59.62
Albania,ALB,2020-07-18,59.62
Albania,ALB,2020-07-19,59.62
Albania,ALB,2020-07-20,59.62
Albania,ALB,2020-07-21,59.62
Albania,ALB,2020-07-22,59.62
Albania,ALB,2020-07-23,59.62
Albania,ALB,2020-07-24,59.62
Albania,ALB,2020-07-25,59.62
Albania,ALB,2020-07-26,59.62
Albania,ALB,2020-07-27,59.62
Albania,ALB,2020-07-28,59.62
Albania,ALB,2020-07-29,59.62
Albania,ALB,2020-07-30,59.62
Albania,ALB,2020-07-31,59.62
Albania,ALB,2020-08-01,59.62
Albania,ALB,2020-08-02,59.62
Albania,ALB,2020-08-03,59.62
Albania,ALB,2020-08-04,59.62
Albania,ALB,2020-08-05,59.62
Albania,ALB,2020-08-06,59.62
Albania,ALB,2020-08-07,55.77
Albania,ALB,2020-08-08,55.77
Albania,ALB,2020-08-09,55.77
Albania,ALB,2020-08-10,55.77
Albania,ALB,2020-08-11,55.77
Albania,ALB,2020-08-12,55.77
Albania,ALB,2020-08-13,55.77
Albania,ALB,2020-08-14,55.77
Albania,ALB,2020-08-15,55.77
Albania,ALB,2020-08-16,55.77
Albania,ALB,2020-08-17,55.77
Albania,ALB,2020-08-18,55.77
Albania,ALB,2020-08-19,55.77
Albania,ALB,2020-08-20,55.77
Albania,ALB,2020-08-21,55.77
Albania,ALB,2020-08-22,55.77
Albania,ALB,2020-08-23,55.77
Albania,ALB,2020-08-24,55.77
Albania,ALB,2020-08-25,55.77
Albania,ALB,2020-08-26,55.77
Albania,ALB,2020-08-27,55.77
Albania,ALB,2020-08-28,53.85
Albania,ALB,2020-08-29,53.85
Albania,ALB,2020-08-30,53.85
Albania,ALB,2020-08-31,53.85
Albania,ALB,2020-09-01,53.85
Albania,ALB,2020-09-02,53.85
Albania,ALB,2020-09-03,53.85
Albania,ALB,2020-09-04,53.85
Albania,ALB,2020-09-05,53.85
Albania,ALB,2020-09-06,53.85
Albania,ALB,2020-09-07,56.41
Albania,ALB,2020-09-08,56.41
Albania,ALB,2020-09-09,56.41
Albania,ALB,2020-09-10,56.41
Albania,ALB,2020-09-11,56.41
Albania,ALB,2020-09-12,56.41
Albania,ALB,2020-09-13,56.41
Albania,ALB,2020-09-14,56.41
Albania,ALB,2020-09-15,56.41
Albania,ALB,2020-09-16,56.41
Albania,ALB,2020-09-17,56.41
Albania,ALB,2020-09-18,56.41
Albania,ALB,2020-09-19,56.41
Albania,ALB,2020-09-20,56.41
Albania,ALB,2020-09-21,56.41
Albania,ALB,2020-09-22,56.41
Albania,ALB,2020-09-23,56.41
Albania,ALB,2020-09-24,56.41
Albania,ALB,2020-09-25,56.41
Albania,ALB,2020-09-26,56.41
Albania,ALB,2020-09-27,56.41
Albania,ALB,2020-09-28,56.41
Albania,ALB,2020-09-29,56.41
Albania,ALB,2020-09-30,56.41
Albania,ALB,2020-10-01,56.41
