country,date,si,ci,hi,wi
Afghanistan,2020-01-01,0.0,0.0,0.0,0.0
Afghanistan,2020-01-02,0.0,0.0,0.0,0.0
Afghanistan,2020-01-03,0.0,0.0,0.0,0.0
Afghanistan,2020-01-04,0.0,0.0,0.0,0.0
Afghanistan,2020-01-05,0.0,0.0,0.0,0.0
Afghanistan,2020-01-06,0.0,0.0,0.0,0.0
Afghanistan,2020-01-07,0.0,0.0,0.0,0.0
Afghanistan,2020-01-08,0.0,0.0,0.0,0.0
Afghanistan,2020-01-09,0.0,0.0,0.0,0.0
Afghanistan,2020-01-10,0.0,0.0,0.0,0.0
Afghanistan,2020-01-11,0.0,0.0,0.0,0.0
Afghanistan,2020-01-12,0.0,0.0,0.0,0.0
Afghanistan,2020-01-13,0.0,0.0,0.0,0.0
Afghanistan,2020-01-14,0.0,0.0,0.0,0.0
Afghanistan,2020-01-15,0.0,0.0,0.0,0.0
Afghanistan,2020-01-16,0.0,0.0,0.0,0.0
Afghanistan,2020-01-17,0.0,0.0,0.0,0.0
Afghanistan,2020-01-18,0.0,0.0,0.0,0.0
Afghanistan,2020-01-19,0.0,0.0,0.0,0.0
Afghanistan,2020-01-20,0.0,0.0,0.0,0.0
Afghanistan,2020-01-21,0.0,0.0,0.0,0.0
Afghanistan,2020-01-22,0.0,0.0,0.0,0.0
Afghanistan,2020-01-23,0.0,0.0,0.0,0.0
Afghanistan,2020-01-24,0.0,0.0,0.0,0.0
Afghanistan,2020-01-25,0.0,0.0,0.0,0.0
Afghanistan,2020-01-26,0.0,0.0,0.0,0.0
Afghanistan,2020-01-27,0.0,0.0,0.0,0.0
Afghanistan,2020-01-28,0.0,0.0,0.0,0.0
Afghanistan,2020-01-29,0.0,0.0,0.0,0.0
Afghanistan,2020-01-30,0.0,0.0,0.0,0.0
Afghanistan,2020-01-31,0.0,0.0,0.0,0.0
Afghanistan,2020-02-01,0.0,0.0,0.0,0.0
Afghanistan,2020-02-02,0.0,0.0,0.0,0.0
Afghanistan,2020-02-03,0.0,0.0,0.0,0.0
Afghanistan,2020-02-04,0.0,0.0,0.0,0.0
Afghanistan,2020-02-05,0.0,0.0,0.0,0.0
Afghanistan,2020-02-06,0.0,0.0,0.0,0.0
Afghanistan,2020-02-07,0.0,0.0,0.0,0.0
Afghanistan,2020-02-08,0.0,0.0,0.0,0.0
Afghanistan,2020-02-09,0.0,0.0,0.0,0.0
Afghanistan,2020-02-10,0.0,0.0,0.0,0.0
Afghanistan,2020-02-11,0.0,0.0,0.0,0.0
Afghanistan,2020-02-12,0.0,0.0,0.0,0.0
Afghanistan,2020-02-13,0.0,0.0,0.0,0.0
Afghanistan,2020-02-14,0.0,0.0,0.0,0.0
Afghanistan,2020-02-15,0.0,0.0,0.0,0.0
Afghanistan,2020-02-16,0.0,0.0,0.0,0.0
Afghanistan,2020-02-17,0.0,0.0,0.0,0.0
Afghanistan,2020-02-18,0.0,0.0,0.0,0.0
Afghanistan,2020-02-19,0.0,0.0,0.0,0.0
Afghanistan,2020-02-20,0.0,0.0,0.0,0.0
Afghanistan,2020-02-21,0.0,0.0,0.0,0.0
Afghanistan,2020-02-22,0.0,0.0,0.0,0.0
Afghanistan,2020-02-23,8.33,8.33,0.0,0.0
Afghanistan,2020-02-24,8.33,12.18,0.0,0.0
Afghanistan,2020-02-25,8.33,12.18,0.0,0.0
Afghanistan,2020-02-26,8.33,12.18,0.0,0.0
Afghanistan,2020-02-27,8.33,12.18,0.0,0.0
Afghanistan,2020-02-28,8.33,12.18,0.0,0.0
Afghanistan,2020-02-29,8.33,12.18,0.0,0.0
Afghanistan,2020-03-01,27.78,25.64,0.0,0.0
Afghanistan,2020-03-02,27.78,25.64,0.0,0.0
Afghanistan,2020-03-03,27.78,25.64,0.0,0.0
Afghanistan,2020-03-04,27.78,25.64,0.0,0.0
Afghanistan,2020-03-05,27.78,25.64,0.0,0.0
Afghanistan,2020-03-06,27.78,25.64,0.0,0.0
Afghanistan,2020-03-07,27.78,25.64,0.0,0.0
Afghanistan,2020-03-08,27.78,25.64,0.0,0.0
Afghanistan,2020-03-09,27.78,25.64,0.0,0.0
Afghanistan,2020-03-10,27.78,25.64,0.0,0.0
Afghanistan,2020-03-11,27.78,25.64,0.0,0.0
Afghanistan,2020-03-12,27.78,25.64,0.0,0.0
Afghanistan,2020-03-13,27.78,25.64,0.0,0.0
Afghanistan,2020-03-14,38.89,33.33,0.0,0.0
Afghanistan,2020-03-15,38.89,33.33,0.0,0.0
Afghanistan,2020-03-16,38.89,33.33,0.0,0.0
Afghanistan,2020-03-17,38.89,33.33,0.0,0.0
Afghanistan,2020-03-18,41.67,35.26,0.0,0.0
Afghanistan,2020-03-19,41.67,35.26,0.0,0.0
Afghanistan,2020-03-20,41.67,35.26,0.0,0.0
Afghanistan,2020-03-21,41.67,35.26,0.0,0.0
Afghanistan,2020-03-22,41.67,35.26,0.0,0.0
Afghanistan,2020-03-23,41.67,35.26,0.0,0.0
Afghanistan,2020-03-24,50.93,41.67,0.0,3.0
Afghanistan,2020-03-25,59.26,47.44,2.0,3.0
Afghanistan,2020-03-26,59.26,47.44,2.0,3.0
Afghanistan,2020-03-27,59.26,47.44,2.0,3.0
Afghanistan,2020-03-28,67.59,53.21,2.0,3.0
Afghanistan,2020-03-29,67.59,53.21,2.0,3.0
Afghanistan,2020-03-30,67.59,53.21,2.0,3.0
Afghanistan,2020-03-31,67.59,53.21,2.0,3.0
Afghanistan,2020-04-01,67.59,53.21,2.0,3.0
Afghanistan,2020-04-02,67.59,53.21,2.0,3.0
Afghanistan,2020-04-03,67.59,53.21,2.0,3.0
Afghanistan,2020-04-04,67.59,53.21,2.0,3.0
Afghanistan,2020-04-05,78.7,60.9,2.0,3.0
Afghanistan,2020-04-06,78.7,60.9,2.0,3.0
Afghanistan,2020-04-07,78.7,60.9,2.0,3.0
Afghanistan,2020-04-08,78.7,60.9,2.0,3.0
Afghanistan,2020-04-09,78.7,60.9,2.0,3.0
Afghanistan,2020-04-10,78.7,60.9,2.0,3.0
Afghanistan,2020-04-11,78.7,60.9,2.0,3.0
Afghanistan,2020-04-12,84.26,64.74,2.0,3.0
Afghanistan,2020-04-13,84.26,64.74,2.0,3.0
Afghanistan,2020-04-14,84.26,64.74,2.0,3.0
Afghanistan,2020-04-15,84.26,64.74,2.0,3.0
Afghanistan,2020-04-16,84.26,64.74,2.0,3.0
Afghanistan,2020-04-17,84.26,64.74,2.0,3.0
Afghanistan,2020-04-18,84.26,64.74,2.0,3.0
Afghanistan,2020-04-19,84.26,64.74,2.0,3.0
Afghanistan,2020-04-20,84.26,64.74,2.0,3.0
Afghanistan,2020-04-21,84.26,64.74,2.0,3.0
Afghanistan,2020-04-22,84.26,64.74,2.0,3.0
Afghanistan,2020-04-23,84.26,64.74,2.0,3.0
Afghanistan,2020-04-24,84.26,64.74,2.0,3.0
Afghanistan,2020-04-25,84.26,64.74,2.0,3.0
Afghanistan,2020-04-26,84.26,64.74,2.0,3.0
Afghanistan,2020-04-27,84.26,66.67,2.0,3.0
Afghanistan,2020-04-28,84.26,66.67,2.0,3.0
Afghanistan,2020-04-29,84.26,66.67,2.0,3.0
Afghanistan,2020-04-30,84.26,66.67,2.0,3.0
Afghanistan,2020-05-01,84.26,66.67,2.0,3.0
Afghanistan,2020-05-02,84.26,66.67,2.0,3.0
Afghanistan,2020-05-03,84.26,66.67,2.0,3.0
Afghanistan,2020-05-04,84.26,66.67,2.0,3.0
Afghanistan,2020-05-05,84.26,66.67,2.0,3.0
Afghanistan,2020-05-06,84.26,66.67,2.0,3.0
Afghanistan,2020-05-07,84.26,66.67,2.0,3.0
Afghanistan,2020-05-08,84.26,66.67,2.0,3.0
Afghanistan,2020-05-09,84.26,66.67,2.0,3.0
Afghanistan,2020-05-10,84.26,66.67,2.0,3.0
Afghanistan,2020-05-11,84.26,66.67,2.0,3.0
Afghanistan,2020-05-12,84.26,66.67,2.0,3.0
Afghanistan,2020-05-13,84.26,66.67,2.0,3.0
Afghanistan,2020-05-14,84.26,66.67,2.0,3.0
Afghanistan,2020-05-15,84.26,66.67,2.0,3.0
Afghanistan,2020-05-16,84.26,66.67,2.0,3.0
Afghanistan,2020-05-17,84.26,66.67,2.0,3.0
Afghanistan,2020-05-18,84.26,66.67,2.0,3.0
Afghanistan,2020-05-19,84.26,66.67,2.0,3.0
Afghanistan,2020-05-20,84.26,66.67,2.0,3.0
Afghanistan,2020-05-21,84.26,66.67,2.0,3.0
Afghanistan,2020-05-22,84.26,66.67,2.0,3.0
Afghanistan,2020-05-23,84.26,66.67,2.0,3.0
Afghanistan,2020-05-24,84.26,66.67,2.0,3.0
Afghanistan,2020-05-25,84.26,66.67,2.0,3.0
Afghanistan,2020-05-26,84.26,66.67,2.0,3.0
Afghanistan,2020-05-27,84.26,66.67,2.0,3.0
Afghanistan,2020-05-28,84.26,66.67,2.0,3.0
Afghanistan,2020-05-29,84.26,66.67,2.0,3.0
Afghanistan,2020-05-30,84.26,66.67,2.0,3.0
Afghanistan,2020-05-31,84.26,66.67,2.0,3.0
Afghanistan,2020-06-01,84.26,66.67,2.0,3.0
Afghanistan,2020-06-02,84.26,66.67,2.0,3.0
Afghanistan,2020-06-03,84.26,66.67,2.0,3.0
Afghanistan,2020-06-04,84.26,66.67,2.0,3.0
Afghanistan,2020-06-05,84.26,66.67,2.0,3.0
Afghanistan,2020-06-06,84.26,66.67,2.0,3.0
Afghanistan,2020-06-07,84.26,70.51,2.0,3.0
Afghanistan,2020-06-08,84.26,70.51,2.0,3.0
Afghanistan,2020-06-09,78.7,66.67,2.0,3.0
Afghanistan,2020-06-10,78.7,66.67,2.0,3.0
Afghanistan,2020-06-11,78.7,66.67,2.0,3.0
Afghanistan,2020-06-12,78.7,66.67,2.0,3.0
Afghanistan,2020-06-13,78.7,66.67,2.0,3.0
Afghanistan,2020-06-14,78.7,66.67,2.0,3.0
Afghanistan,2020-06-15,78.7,66.67,2.0,3.0
Afghanistan,2020-06-16,78.7,66.67,2.0,3.0
Afghanistan,2020-06-17,78.7,66.67,2.0,3.0
Afghanistan,2020-06-18,78.7,66.67,2.0,3.0
Afghanistan,2020-06-19,78.7,66.67,2.0,3.0
Afghanistan,2020-06-20,78.7,66.67,2.0,3.0
Afghanistan,2020-06-21,78.7,66.67,2.0,3.0
Afghanistan,2020-06-22,78.7,66.67,2.0,3.0
Afghanistan,2020-06-23,78.7,66.67,2.0,3.0
Afghanistan,2020-06-24,78.7,66.67,2.0,3.0
Afghanistan,2020-06-25,78.7,66.67,2.0,3.0
Afghanistan,2020-06-26,78.7,66.67,2.0,3.0
Afghanistan,2020-06-27,78.7,66.67,2.0,3.0
Afghanistan,2020-06-28,78.7,66.67,2.0,3.0
Afghanistan,2020-06-29,78.7,66.67,2.0,3.0
Afghanistan,2020-06-30,78.7,66.67,2.0,3.0
Afghanistan,2020-07-01,78.7,66.67,2.0,3.0
Afghanistan,2020-07-02,78.7,66.67,2.0,3.0
Afghanistan,2020-07-03,78.7,66.67,2.0,3.0
Afghanistan,2020-07-04,78.7,66.67,2.0,3.0
Afghanistan,2020-07-05,78.7,66.67,2.0,3.0
Afghanistan,2020-07-06,78.7,66.67,2.0,3.0
Afghanistan,2020-07-07,78.7,66.67,2.0,3.0
Afghanistan,2020-07-08,78.7,66.67,2.0,3.0
Afghanistan,2020-07-09,78.7,66.67,2.0,3.0
Afghanistan,2020-07-10,78.7,66.67,2.0,3.0
Afghanistan,2020-07-11,78.7,66.67,2.0,3.0
Afghanistan,2020-07-12,78.7,66.67,2.0,3.0
Afghanistan,2020-07-13,78.7,66.67,2.0,3.0
Afghanistan,2020-07-14,78.7,66.67,2.0,3.0
Afghanistan,2020-07-15,78.7,66.67,2.0,3.0
Afghanistan,2020-07-16,78.7,66.67,2.0,3.0
Afghanistan,2020-07-17,78.7,66.67,2.0,3.0
Afghanistan,2020-07-18,78.7,66.67,2.0,3.0
Afghanistan,2020-07-19,78.7,66.67,2.0,3.0
Afghanistan,2020-07-20,78.7,66.67,2.0,3.0
Afghanistan,2020-07-21,78.7,66.67,2.0,3.0
Afghanistan,2020-07-22,78.7,66.67,2.0,3.0
Afghanistan,2020-07-23,78.7,66.67,2.0,3.0
Afghanistan,2020-07-24,78.7,66.67,2.0,3.0
Afghanistan,2020-07-25,78.7,66.67,2.0,3.0
Afghanistan,2020-07-26,78.7,66.67,2.0,3.0
Afghanistan,2020-07-27,78.7,66.67,2.0,3.0
Afghanistan,2020-07-28,78.7,66.67,2.0,3.0
Afghanistan,2020-07-29,78.7,66.67,2.0,3.0
Afghanistan,2020-07-30,78.7,66.67,2.0,3.0
Afghanistan,2020-07-31,78.7,66.67,2.0,3.0
Afghanistan,2020-08-01,78.7,66.67,2.0,3.0
Afghanistan,2020-08-02,78.7,66.67,2.0,3.0
Afghanistan,2020-08-03,78.7,66.67,2.0,3.0
Afghanistan,2020-08-04,75.0,64.1,2.0,2.0
Afghanistan,2020-08-05,71.3,61.54,2.0,2.0
Afghanistan,2020-08-06,71.3,61.54,2.0,2.0
Afghanistan,2020-08-07,71.3,61.54,2.0,2.0
Afghanistan,2020-08-08,71.3,61.54,2.0,2.0
Afghanistan,2020-08-09,71.3,61.54,2.0,2.0
Afghanistan,2020-08-10,71.3,61.54,2.0,2.0
Afghanistan,2020-08-11,71.3,61.54,2.0,2.0
Afghanistan,2020-08-12,71.3,61.54,2.0,2.0
Afghanistan,2020-08-13,71.3,61.54,2.0,2.0
Afghanistan,2020-08-14,71.3,61.54,2.0,2.0
Afghanistan,2020-08-15,60.19,53.85,2.0,2.0
Afghanistan,2020-08-16,60.19,53.85,2.0,2.0
Afghanistan,2020-08-17,60.19,53.85,2.0,2.0
Afghanistan,2020-08-18,48.15,54.49,2.0,2.0
Afghanistan,2020-08-19,48.15,54.49,2.0,2.0
Afghanistan,2020-08-20,48.15,54.49,2.0,2.0
Afghanistan,2020-08-21,48.15,54.49,2.0,2.0
Afghanistan,2020-08-22,48.15,54.49,2.0,2.0
Afghanistan,2020-08-23,48.15,54.49,2.0,2.0
Afghanistan,2020-08-24,48.15,54.49,2.0,2.0
Afghanistan,2020-08-25,48.15,54.49,2.0,2.0
Afghanistan,2020-08-26,21.3,35.9,0.0,0.0
Afghanistan,2020-08-27,21.3,35.9,0.0,0.0
Afghanistan,2020-08-28,21.3,35.9,0.0,0.0
Afghanistan,2020-08-29,21.3,35.9,0.0,0.0
Afghanistan,2020-08-30,21.3,35.9,0.0,0.0
Afghanistan,2020-08-31,21.3,35.9,0.0,0.0
Afghanistan,2020-09-01,21.3,35.9,0.0,0.0
Afghanistan,2020-09-02,21.3,35.9,0.0,0.0
Afghanistan,2020-09-03,21.3,35.9,0.0,0.0
Afghanistan,2020-09-04,21.3,35.9,0.0,0.0
Afghanistan,2020-09-05,21.3,32.05,0.0,0.0
Afghanistan,2020-09-06,21.3,32.05,0.0,0.0
Afghanistan,2020-09-07,21.3,32.05,0.0,0.0
Afghanistan,2020-09-08,21.3,32.05,0.0,0.0
Afghanistan,2020-09-09,21.3,32.05,0.0,0.0
Afghanistan,2020-09-10,21.3,32.05,0.0,0.0
Afghanistan,2020-09-11,21.3,32.05,0.0,0.0
Afghanistan,2020-09-12,21.3,32.05,0.0,0.0
Afghanistan,2020-09-13,21.3,32.05,0.0,0.0
Afghanistan,2020-09-14,21.3,32.05,0.0,0.0
Afghanistan,2020-09-15,21.3,32.05,0.0,0.0
Afghanistan,2020-09-16,21.3,32.05,0.0,0.0
Afghanistan,2020-09-17,21.3,32.05,0.0,0.0
Afghanistan,2020-09-18,21.3,32.05,0.0,0.0
Afghanistan,2020-09-19,21.3,32.05,0.0,0.0
Afghanistan,2020-09-20,21.3,32.05,0.0,0.0
Afghanistan,2020-09-21,21.3,32.05,0.0,0.0
Afghanistan,2020-09-22,28.7,37.18,0.0,2.0
Afghanistan,2020-09-23,28.7,37.18,0.0,2.0
Afghanistan,2020-09-24,28.7,37.18,0.0,2.0
Afghanistan,2020-09-25,28.7,37.18,0.0,2.0
Afghanistan,2020-09-26,28.7,37.18,0.0,2.0
Afghanistan,2020-09-27,28.7,37.18,0.0,2.0
Afghanistan,2020-09-28,28.7,37.18,0.0,2.0
Afghanistan,2020-09-29,28.7,37.18,0.0,2.0
Afghanistan,2020-09-30,28.7,37.18,0.0,2.0
Afghanistan,2020-10-01,28.7,37.18,0.0,2.0
Afghanistan,2020-10-02,28.7,37.18,0.0,2.0
Afghanistan,2020-10-03,25.0,34.62,0.0,2.0
Afghanistan,2020-10-04,25.0,34.62,0.0,2.0
Afghanistan,2020-10-05,25.0,34.62,0.0,2.0
Afghanistan,2020-10-06,16.67,26.92,0.0,2.0
Afghanistan,2020-10-07,16.67,26.92,0.0,2.0
Afghanistan,2020-10-08,16.67,26.92,0.0,2.0
Afghanistan,2020-10-09,16.67,26.92,0.0,2.0
Afghanistan,2020-10-10,16.67,26.92,0.0,2.0
Afghanistan,2020-10-11,16.67,26.92,0.0,2.0
Afghanistan,2020-10-12,16.67,26.92,0.0,2.0
Afghanistan,2020-10-13,16.67,26.92,0.0,2.0
Afghanistan,2020-10-14,16.67,26.92,0.0,2.0
Afghanistan,2020-10-15,16.67,26.92,0.0,2.0
Afghanistan,2020-10-16,16.67,26.92,0.0,2.0
Afghanistan,2020-10-17,16.67,26.92,0.0,2.0
Afghanistan,2020-10-18,16.67,26.92,0.0,2.0
Afghanistan,2020-10-19,16.67,26.92,0.0,2.0
Afghanistan,2020-10-20,16.67,26.92,0.0,2.0
Afghanistan,2020-10-21,16.67,26.92,0.0,2.0
Afghanistan,2020-10-22,16.67,26.92,0.0,2.0
Afghanistan,2020-10-23,16.67,26.92,0.0,2.0
Afghanistan,2020-10-24,16.67,26.92,0.0,2.0
Afghanistan,2020-10-25,16.67,26.92,0.0,2.0
Afghanistan,2020-10-26,16.67,26.92,0.0,2.0
Afghanistan,2020-10-27,9.26,21.79,0.0,0.0
Afghanistan,2020-10-28,9.26,21.79,0.0,0.0
Afghanistan,2020-10-29,9.26,21.79,0.0,0.0
Afghanistan,2020-10-30,9.26,21.79,0.0,0.0
Afghanistan,2020-10-31,9.26,21.79,0.0,0.0
Afghanistan,2020-11-01,9.26,21.79,0.0,0.0
Afghanistan,2020-11-02,9.26,23.72,0.0,0.0
Afghanistan,2020-11-03,9.26,23.72,0.0,0.0
Afghanistan,2020-11-04,9.26,23.72,0.0,0.0
Afghanistan,2020-11-05,9.26,23.72,0.0,0.0
Afghanistan,2020-11-06,9.26,23.72,0.0,0.0
Afghanistan,2020-11-07,9.26,23.72,0.0,0.0
Afghanistan,2020-11-08,9.26,23.72,0.0,0.0
Afghanistan,2020-11-09,12.04,21.79,0.0,0.0
Afghanistan,2020-11-10,12.04,21.79,0.0,0.0
Afghanistan,2020-11-11,12.04,21.79,0.0,0.0
Afghanistan,2020-11-12,12.04,21.79,0.0,0.0
Afghanistan,2020-11-13,12.04,21.79,0.0,0.0
Afghanistan,2020-11-14,12.04,21.79,0.0,0.0
Afghanistan,2020-11-15,12.04,21.79,0.0,0.0
Afghanistan,2020-11-16,12.04,21.79,0.0,0.0
Afghanistan,2020-11-17,12.04,21.79,0.0,0.0
Afghanistan,2020-11-18,12.04,21.79,0.0,0.0
Afghanistan,2020-11-19,12.04,21.79,0.0,0.0
Afghanistan,2020-11-20,12.04,21.79,0.0,0.0
Afghanistan,2020-11-21,12.04,25.64,0.0,0.0
Afghanistan,2020-11-22,12.04,25.64,0.0,0.0
Afghanistan,2020-11-23,12.04,25.64,0.0,0.0
Afghanistan,2020-11-24,12.04,25.64,0.0,0.0
Afghanistan,2020-11-25,12.04,25.64,0.0,0.0
Afghanistan,2020-11-26,12.04,25.64,0.0,0.0
Afghanistan,2020-11-27,12.04,25.64,0.0,0.0
Afghanistan,2020-11-28,12.04,25.64,0.0,0.0
Afghanistan,2020-11-29,12.04,25.64,0.0,0.0
Afghanistan,2020-11-30,12.04,25.64,0.0,0.0
Afghanistan,2020-12-01,12.04,25.64,0.0,0.0
Afghanistan,2020-12-02,12.04,25.64,0.0,0.0
Afghanistan,2020-12-03,12.04,25.64,0.0,0.0
Afghanistan,2020-12-04,12.04,25.64,0.0,0.0
Afghanistan,2020-12-05,12.04,25.64,0.0,0.0
Afghanistan,2020-12-06,12.04,25.64,0.0,0.0
Afghanistan,2020-12-07,12.04,25.64,0.0,0.0
Afghanistan,2020-12-08,12.04,25.64,0.0,0.0
Afghanistan,2020-12-09,12.04,25.64,0.0,0.0
Afghanistan,2020-12-10,12.04,25.64,0.0,0.0
Afghanistan,2020-12-11,12.04,25.64,0.0,0.0
Afghanistan,2020-12-12,12.04,25.64,0.0,0.0
Afghanistan,2020-12-13,12.04,25.64,0.0,0.0
Afghanistan,2020-12-14,12.04,25.64,0.0,0.0
Afghanistan,2020-12-15,12.04,25.64,0.0,0.0
Afghanistan,2020-12-16,12.04,25.64,0.0,0.0
Afghanistan,2020-12-17,12.04,25.64,0.0,0.0
Afghanistan,2020-12-18,12.04,25.64,0.0,0.0
Afghanistan,2020-12-19,12.04,25.64,0.0,0.0
Afghanistan,2020-12-20,12.04,25.64,0.0,0.0
Afghanistan,2020-12-21,12.04,25.64,0.0,0.0
Afghanistan,2020-12-22,12.04,25.64,0.0,0.0
Afghanistan,2020-12-23,12.04,25.64,0.0,0.0
Afghanistan,2020-12-24,12.04,25.64,0.0,0.0
Afghanistan,2020-12-25,12.04,25.64,0.0,0.0
Afghanistan,2020-12-26,12.04,25.64,0.0,0.0
Afghanistan,2020-12-27,12.04,25.64,0.0,0.0
Afghanistan,2020-12-28,12.04,25.64,0.0,0.0
Afghanistan,2020-12-29,12.04,25.64,0.0,0.0
Afghanistan,2020-12-30,12.04,25.64,0.0,0.0
Afghanistan,2020-12-31,12.04,25.64,0.0,0.0
Andorra,2020-01-01,0.0,0.0,0.0,0.0
Andorra,2020-01-02,0.0,0.0,0.0,0.0
Andorra,2020-01-03,0.0,0.0,0.0,0.0
Andorra,2020-01-04,0.0,0.0,0.0,0.0
Andorra,2020-01-05,0.0,0.0,0.0,0.0
Andorra,2020-01-06,0.0,0.0,0.0,0.0
Andorra,2020-01-07,0.0,0.0,0.0,0.0
Andorra,2020-01-08,0.0,0.0,0.0,0.0
Andorra,2020-01-09,0.0,0.0,0.0,0.0
Andorra,2020-01-10,0.0,0.0,0.0,0.0
Andorra,2020-01-11,0.0,0.0,0.0,0.0
Andorra,2020-01-12,0.0,0.0,0.0,0.0
Andorra,2020-01-13,0.0,0.0,0.0,0.0
Andorra,2020-01-14,0.0,0.0,0.0,0.0
Andorra,2020-01-15,0.0,0.0,0.0,0.0
Andorra,2020-01-16,0.0,0.0,0.0,0.0
Andorra,2020-01-17,0.0,0.0,0.0,0.0
Andorra,2020-01-18,0.0,0.0,0.0,0.0
Andorra,2020-01-19,0.0,0.0,0.0,0.0
Andorra,2020-01-20,0.0,0.0,0.0,0.0
Andorra,2020-01-21,0.0,0.0,0.0,0.0
Andorra,2020-01-22,0.0,0.0,0.0,0.0
Andorra,2020-01-23,0.0,0.0,0.0,0.0
Andorra,2020-01-24,0.0,0.0,0.0,0.0
Andorra,2020-01-25,0.0,0.0,0.0,0.0
Andorra,2020-01-26,0.0,0.0,0.0,0.0
Andorra,2020-01-27,0.0,0.0,0.0,0.0
Andorra,2020-01-28,0.0,0.0,0.0,0.0
Andorra,2020-01-29,0.0,0.0,0.0,0.0
Andorra,2020-01-30,0.0,0.0,0.0,0.0
Andorra,2020-01-31,0.0,0.0,0.0,0.0
Andorra,2020-02-01,0.0,0.0,0.0,0.0
Andorra,2020-02-02,0.0,0.0,0.0,0.0
Andorra,2020-02-03,0.0,0.0,0.0,0.0
Andorra,2020-02-04,0.0,0.0,0.0,0.0
Andorra,2020-02-05,0.0,0.0,0.0,0.0
Andorra,2020-02-06,0.0,0.0,0.0,0.0
Andorra,2020-02-07,0.0,0.0,0.0,0.0
Andorra,2020-02-08,0.0,0.0,0.0,0.0
Andorra,2020-02-09,0.0,0.0,0.0,0.0
Andorra,2020-02-10,0.0,0.0,0.0,0.0
Andorra,2020-02-11,0.0,0.0,0.0,0.0
Andorra,2020-02-12,0.0,0.0,0.0,0.0
Andorra,2020-02-13,0.0,0.0,0.0,0.0
Andorra,2020-02-14,0.0,0.0,0.0,0.0
Andorra,2020-02-15,0.0,0.0,0.0,0.0
Andorra,2020-02-16,0.0,0.0,0.0,0.0
Andorra,2020-02-17,0.0,0.0,0.0,0.0
Andorra,2020-02-18,0.0,0.0,0.0,0.0
Andorra,2020-02-19,0.0,0.0,0.0,0.0
Andorra,2020-02-20,0.0,0.0,0.0,0.0
Andorra,2020-02-21,0.0,0.0,0.0,0.0
Andorra,2020-02-22,0.0,0.0,0.0,0.0
Andorra,2020-02-23,0.0,0.0,0.0,0.0
Andorra,2020-02-24,0.0,0.0,0.0,0.0
Andorra,2020-02-25,0.0,0.0,0.0,0.0
Andorra,2020-02-26,0.0,0.0,0.0,0.0
Andorra,2020-02-27,0.0,0.0,0.0,0.0
Andorra,2020-02-28,0.0,0.0,0.0,0.0
Andorra,2020-02-29,0.0,0.0,0.0,0.0
Andorra,2020-03-01,0.0,0.0,0.0,0.0
Andorra,2020-03-02,0.0,2.56,0.0,0.0
Andorra,2020-03-03,0.0,2.56,0.0,0.0
Andorra,2020-03-04,0.0,2.56,0.0,0.0
Andorra,2020-03-05,0.0,2.56,0.0,0.0
Andorra,2020-03-06,0.0,2.56,0.0,0.0
Andorra,2020-03-07,0.0,2.56,0.0,0.0
Andorra,2020-03-08,0.0,2.56,0.0,0.0
Andorra,2020-03-09,0.0,2.56,0.0,0.0
Andorra,2020-03-10,0.0,2.56,0.0,0.0
Andorra,2020-03-11,0.0,6.41,0.0,0.0
Andorra,2020-03-12,0.0,6.41,0.0,0.0
Andorra,2020-03-13,9.26,12.82,1.0,0.0
Andorra,2020-03-14,20.37,20.51,1.0,3.0
Andorra,2020-03-15,20.37,20.51,1.0,3.0
Andorra,2020-03-16,31.48,28.21,1.0,3.0
Andorra,2020-03-17,31.48,28.21,1.0,3.0
Andorra,2020-03-18,31.48,28.21,1.0,3.0
Andorra,2020-03-19,31.48,28.21,1.0,3.0
Andorra,2020-03-20,31.48,28.21,1.0,3.0
Andorra,2020-03-21,31.48,28.21,1.0,3.0
Andorra,2020-03-22,31.48,28.21,1.0,3.0
Andorra,2020-03-23,31.48,28.21,1.0,3.0
Andorra,2020-03-24,31.48,28.21,1.0,3.0
Andorra,2020-03-25,48.15,39.74,1.0,3.0
Andorra,2020-03-26,48.15,39.74,1.0,3.0
Andorra,2020-03-27,48.15,43.59,1.0,3.0
Andorra,2020-03-28,48.15,43.59,1.0,3.0
Andorra,2020-03-29,48.15,43.59,1.0,3.0
Andorra,2020-03-30,48.15,43.59,1.0,3.0
Andorra,2020-03-31,48.15,43.59,1.0,3.0
Andorra,2020-04-01,48.15,43.59,1.0,3.0
Andorra,2020-04-02,48.15,43.59,1.0,3.0
Andorra,2020-04-03,48.15,43.59,1.0,3.0
Andorra,2020-04-04,48.15,43.59,1.0,3.0
Andorra,2020-04-05,48.15,43.59,1.0,3.0
Andorra,2020-04-06,48.15,43.59,1.0,3.0
Andorra,2020-04-07,48.15,43.59,1.0,3.0
Andorra,2020-04-08,56.48,49.36,1.0,3.0
Andorra,2020-04-09,56.48,49.36,1.0,3.0
Andorra,2020-04-10,56.48,49.36,1.0,3.0
Andorra,2020-04-11,56.48,49.36,1.0,3.0
Andorra,2020-04-12,56.48,49.36,1.0,3.0
Andorra,2020-04-13,56.48,49.36,1.0,3.0
Andorra,2020-04-14,56.48,49.36,1.0,3.0
Andorra,2020-04-15,56.48,49.36,1.0,3.0
Andorra,2020-04-16,56.48,49.36,1.0,3.0
